NOMBRE,GARMINCODE,GIROTIPO,TELEFONO,NOMBRE_VIA,CUADRA,URBANIZACI,DIRECCION,DISTRITO,PROVINCIA,DEPARTAMEN,PAIS,LONGITUDE,LATITUDE,TOT,orig_ogc_fid
CEN 6067,0x2c05,colegio,,AV MARIANO MELGAR,,COOP SANTA ELENA,,ATE,LIMA,LIMA,PERU,-76.881441,-12.021349,"-76.8814, -12.0213",2461
Posta Medica,0x3002,hospital,,,,COOP MANYLSA,,ATE,LIMA,LIMA,PERU,-76.889161,-12.030717,"-76.8892, -12.0307",2462
CE Ricardo Palma,0x2c05,colegio,,AV ANGAMOS ESTE,16,UB EL CONDOR,,SURQUILLO (LIMA),LIMA,LIMA,PERU,-77.016078,-12.112695,"-77.0161, -12.1127",2465
Colegio San Agustin,0x2c05,colegio,4400320,AV JAVIER PRADO ESTE,9,UB EL PALOMAR,JAVIER PRADO OESTE S/N,SAN ISIDRO (LIMA),LIMA,LIMA,PERU,-77.020813,-12.090744,"-77.0208, -12.0907",2467
Colegio Fe y Alegria,0x2c05,colegio,,,,UB CONDEVILLA SE�OR 2 ETAPA 1 SECTOR,,SAN MARTIN DE PORRES,LIMA,LIMA,PERU,-77.076156,-12.022926,"-77.0762, -12.0229",2475
CE Pronoei,0x2c05,colegio,,,,AH OLLANTAY,,SAN JUAN DE MIRAFLORES,LIMA,LIMA,PERU,-76.963723,-12.135249,"-76.9637, -12.1352",2476
Posta Medica,0x3002,hospital,,AV 2 DE MAYO,,AH OLLANTAY,,SAN JUAN DE MIRAFLORES,LIMA,LIMA,PERU,-76.962412,-12.132771,"-76.9624, -12.1328",2477
Posta Medica,0x3002,hospital,,JR PIURA,,AH EL NAZARENO,,SAN JUAN DE MIRAFLORES,LIMA,LIMA,PERU,-76.958423,-12.135875,"-76.9584, -12.1359",2478
Policlinico los Heroes,0x3002,hospital,,,,UB POP CIUDAD DE DIOS ZONA A,,SAN JUAN DE MIRAFLORES,LIMA,LIMA,PERU,-76.97223,-12.15246,"-76.9722, -12.1525",2481
Clinica Pamplona,0x3002,hospital,,JR CORALES,12,AH EL BRILLANTE,,SAN JUAN DE MIRAFLORES,LIMA,LIMA,PERU,-76.967118,-12.14952,"-76.9671, -12.1495",2482
Hospital Juan Pablo II,0x3002,hospital,,AV MARIANO PASTOR SEVILLA,27,PJ SECTOR VI GRUPO 6A VSA,,VILLA EL SALVADOR,LIMA,LIMA,PERU,-76.945509,-12.219091,"-76.9455, -12.2191",2484
Posta Medica,0x3002,hospital,,CA CALLE 15,,UB CIUDAD DEL PESCADOR,,BELLAVISTA (CALLAO),CALLAO,CALLAO,PERU,-77.10477,-12.05826,"-77.1048, -12.0583",2488
Centro Medico,0x3002,hospital,,AV TUPAC AMARU,,AH SAN ANTONIO DEL PEDREGAL,,LURIGANCHO,LIMA,LIMA,PERU,-76.703506,-11.93475,"-76.7035, -11.9347",2503
Centro de Salud,0x3002,hospital,,,,AH TAMBO VIEJO ZONA A,,CIENEGUILLA,LIMA,LIMA,PERU,-76.818549,-12.111339,"-76.8185, -12.1113",2504
CE Pedro Ruiz Gallo,0x2c05,colegio,,AV CHORRILLOS,3,,,CHORRILLOS,LIMA,LIMA,PERU,-77.0232,-12.159521,"-77.0232, -12.1595",2505
CE Nuestra Senora de Copacabana,0x2c05,colegio,,AV TUPAC AMARU,,UB EL PROGRESO SECTOR 1,,CARABAYLLO,LIMA,LIMA,PERU,-77.01855,-11.878889,"-77.0186, -11.8789",2506
IE 3057 Jose Maria Argueda,0x2c05,colegio,,,,UB EL PROGRESO SECTOR 2,,CARABAYLLO,LIMA,LIMA,PERU,-77.016208,-11.874007,"-77.0162, -11.874",2519
Colegio Fe y Alegria,0x2c05,colegio,,AV MIRAFLORES,1,,,CARABAYLLO,LIMA,LIMA,PERU,-77.021474,-11.881087,"-77.0215, -11.8811",2521
CE Cristo Redentor,0x2c05,colegio,,AV MANCO CAPAC,,,,CARABAYLLO,LIMA,LIMA,PERU,-77.024493,-11.887183,"-77.0245, -11.8872",2522
"Colegio, Piscina el Bosque",0x2c05,colegio,,AV MANCO CAPAC,,ASOC LAS BEGONIAS,,CARABAYLLO,LIMA,LIMA,PERU,-77.025771,-11.886283,"-77.0258, -11.8863",2524
CE Juan Le Boulich,0x2c05,colegio,,CA CALLE M,,ASOC LAS GARDENIAS,,CARABAYLLO,LIMA,LIMA,PERU,-77.030474,-11.883058,"-77.0305, -11.8831",2526
CEP San Pedro,0x2c05,colegio,,AV AVENIDA L,,ASOC LAS GARDENIAS,,CARABAYLLO,LIMA,LIMA,PERU,-77.030705,-11.883535,"-77.0307, -11.8835",2527
CE Virgen del Carmen,0x2c05,colegio,,CA CALLE 21,3,UB CARABAYLLO 2 ETAPA,,COMAS,LIMA,LIMA,PERU,-77.059104,-11.96904,"-77.0591, -11.969",2528
Los Andes (CE),0x2c05,colegio,,AV GUILLERMO DE LA FUENTE,4,UB SANTA LUZMILA,,COMAS,LIMA,LIMA,PERU,-77.059938,-11.942344,"-77.0599, -11.9423",2534
CE Inmaculada Concepcion,0x2c05,colegio,,CA CALLE R,,UB SANTO DOMINGO 3 ETAPA,,CARABAYLLO,LIMA,LIMA,PERU,-77.032158,-11.880133,"-77.0322, -11.8801",2546
CE Monserrat,0x2c05,colegio,,AV CONDORCANQUI,4,UB TUNGASUCA 1 ETAPA,,CARABAYLLO,LIMA,LIMA,PERU,-77.039498,-11.893206,"-77.0395, -11.8932",2550
CE Tungasuca,0x2c05,colegio,,AV CONDORCANQUI,2,UB TUNGASUCA 2 ETAPA,,CARABAYLLO,LIMA,LIMA,PERU,-77.043114,-11.895373,"-77.0431, -11.8954",2552
CE Cruz Saco,0x2c05,colegio,,PJE MUSAS,,UB SAN FELIPE II ETAPA SECTOR B,,COMAS,LIMA,LIMA,PERU,-77.040898,-11.900977,"-77.0409, -11.901",2553
Centro de Salud,0x3002,hospital,,JR PUNO,13,UB BARRIOS ALTOS,,LIMA,LIMA,LIMA,PERU,-77.019445,-12.055615,"-77.0194, -12.0556",2560
Posta Medica Poligono IV,0x3002,hospital,,CA CALLE M,,AH BOCANEGRA SECTOR 5,,CALLAO,CALLAO,CALLAO,PERU,-77.100943,-12.025037,"-77.1009, -12.025",2567
Posta  Medica,0x3002,hospital,,,,UB LOS JAZMINES 4 ETAPA,,CALLAO,CALLAO,CALLAO,PERU,-77.106324,-12.006118,"-77.1063, -12.0061",2568
CE Jose Maria Arguedas,0x2c05,colegio,,,,UB LOS JAZMINES,,SAN JUAN DE LURIGANCHO,LIMA,LIMA,PERU,-77.00047,-11.97034,"-77.0005, -11.9703",2570
CE Francisco Bolognesi,0x2c05,colegio,,AV VILLA HERMOSA,,,,SAN JUAN DE LURIGANCHO,LIMA,LIMA,PERU,-77.004199,-11.964829,"-77.0042, -11.9648",2571
Colegio Fe y Alegria 26,0x2c05,colegio,,,,AH ARRIBA PERU,,SAN JUAN DE LURIGANCHO,LIMA,LIMA,PERU,-76.994677,-11.958828,"-76.9947, -11.9588",2572
CE Sophianum,0x2c05,colegio,4706887,AV SALAVERRY,21,UB SAN FELIPE,GUILLERMO PRESCOTT 445,SAN ISIDRO (LIMA),LIMA,LIMA,PERU,-77.049013,-12.08577,"-77.049, -12.0858",2591
Colegio Maristas,0x2c05,colegio,,AV SAN JUAN,8,UB SAN JUAN ZONA E,,SAN JUAN DE MIRAFLORES,LIMA,LIMA,PERU,-76.973141,-12.158884,"-76.9731, -12.1589",2593
Colegio Antenor Orrego,0x2c05,colegio,,AV GRAN CHIMU,9,UB ZARATE,,SAN JUAN DE LURIGANCHO,LIMA,LIMA,PERU,-76.997187,-12.024816,"-76.9972, -12.0248",2594
Colegio,0x2c05,colegio,,AV SANTA MARIA REYNA,,UB PRO 7 ETAPA,,SAN MARTIN DE PORRES,LIMA,LIMA,PERU,-77.08666,-11.94653,"-77.0867, -11.9465",2597
Colegio Santa Rosa,0x2c05,colegio,,CA SAN FELIPE,1,UB VILLA MARINA,,CHORRILLOS,LIMA,LIMA,PERU,-77.010519,-12.190165,"-77.0105, -12.1902",2600
Clinica Los Andes,0x3002,hospital,2210468,JR ASUNCION,1,,ASUNCION 177,MIRAFLORES (LIMA),LIMA,LIMA,PERU,-77.03216,-12.104758,"-77.0322, -12.1048",2644
CE Elvira Garcia y Garcia,0x2c05,colegio,,AV DEL RIO,1,,,PUEBLO LIBRE (LIMA),LIMA,LIMA,PERU,-77.054483,-12.068008,"-77.0545, -12.068",2664
Policlinico Angamos PNP,0x3002,hospital,,AV ANGAMOS ESTE,8,,,SURQUILLO (LIMA),LIMA,LIMA,PERU,-77.023037,-12.113124,"-77.023, -12.1131",2666
Colegio Romeo Luna Victoria,0x2c05,colegio,,AV EDUARDO ORDO�EZ,3,,,SAN BORJA,LIMA,LIMA,PERU,-77.004881,-12.10592,"-77.0049, -12.1059",2755
CE Santisimo Nombre de Jesus,0x2c05,colegio,,,,UB TAMBO DE MONTERRICO,,SAN BORJA,LIMA,LIMA,PERU,-76.981462,-12.107936,"-76.9815, -12.1079",2758
Clinica Municipal,0x3002,hospital,,AV AVIACION,35,UB TORRES DE LIMATAMBO,,SAN BORJA,LIMA,LIMA,PERU,-77.001275,-12.106066,"-77.0013, -12.1061",2759
Colegio San Ignacio de Recalde,0x2c05,colegio,,CA ROMERO HIDALGO,5,UB LAS BEGONIAS,,SAN BORJA,LIMA,LIMA,PERU,-76.995886,-12.10909,"-76.9959, -12.1091",2760
CE 3012,0x2c05,colegio,,,,,,RIMAC,LIMA,LIMA,PERU,-77.02567,-12.02168,"-77.0257, -12.0217",2832
Posta Medica,0x3002,hospital,,AV EL SOL,6,UB CIUDAD Y CAMPO,,RIMAC,LIMA,LIMA,PERU,-77.02811,-12.0228,"-77.0281, -12.0228",2833
Esther Festine (CE),0x2c05,colegio,,AV TUPAC AMARU,15,PJ PAMPAS DE COMAS SECTOR A,,COMAS,LIMA,LIMA,PERU,-77.050463,-11.951434,"-77.0505, -11.9514",2838
CE Ricardo Palma,0x2c05,colegio,,CA SALCEDO,2,UB SAN JOSE,,BELLAVISTA (CALLAO),CALLAO,CALLAO,PERU,-77.09106,-12.0552,"-77.0911, -12.0552",2842
Nido Rayitos de Sol,0x2c05,colegio,(01) 732-0124,AV SAN JOSE,2,UB SAN JOSE,SAN JOSE 257,BELLAVISTA (CALLAO),CALLAO,CALLAO,PERU,-77.095379,-12.054538,"-77.0954, -12.0545",2843
Colegio Dora Mayer,0x2c05,colegio,,PJE AMERICAS,1,UB SAN JOSE,,BELLAVISTA (CALLAO),CALLAO,CALLAO,PERU,-77.09311,-12.057092,"-77.0931, -12.0571",2845
Santa Rita de Casia,0x2c05,colegio,,JR CHICLAYO,5,,,RIMAC,LIMA,LIMA,PERU,-77.027548,-12.038497,"-77.0275, -12.0385",2853
Colegio Pareja Paz Soldan,0x2c05,colegio,,CA DESCALZOS,,,,RIMAC,LIMA,LIMA,PERU,-77.023822,-12.03631,"-77.0238, -12.0363",2854
CE 3004 Espa�a,0x2c05,colegio,,JR SANTA LIBERTAD,,,,RIMAC,LIMA,LIMA,PERU,-77.026952,-12.03682,"-77.027, -12.0368",2855
CEN Daniel A Carrion,0x2c05,colegio,,JR PARURO,2,,,LIMA,LIMA,LIMA,PERU,-77.021802,-12.045887,"-77.0218, -12.0459",2857
CE Republica de Bolivia,0x2c05,colegio,,AV ARGUEDAS,6,PJ SECTOR I GRUPO 13 VSA,,VILLA EL SALVADOR,LIMA,LIMA,PERU,-76.95007,-12.196312,"-76.9501, -12.1963",2859
CE 1074,0x2c05,colegio,,,,UB LA AREQUIPE�A,,PUEBLO LIBRE (LIMA),LIMA,LIMA,PERU,-77.0573,-12.06864,"-77.0573, -12.0686",2860
CE Teresa Gonzales de Fanning - Secundaria,0x2c05,colegio,,AV JAVIER MARIATEGUI,10,,,JESUS MARIA,LIMA,LIMA,PERU,-77.045673,-12.07713,"-77.0457, -12.0771",2861
CE Pio XII,0x2c05,colegio,,AV BUEN RETIRO,1,UB MONTERRICO CHICO,,SURCO,LIMA,LIMA,PERU,-76.966084,-12.097056,"-76.9661, -12.0971",2862
Colegio Juan Baquijano,0x2c05,colegio,,JR MANUEL GOMEZ,6,,,LINCE,LIMA,LIMA,PERU,-77.041425,-12.081789,"-77.0414, -12.0818",2864
1de Mayo (CE),0x2c05,colegio,,,,RES CALLAO,,SAN MIGUEL (LIMA),LIMA,LIMA,PERU,-77.094228,-12.065024,"-77.0942, -12.065",2865
Nueva Esperanza,0x3002,hospital,,AV 28 DE JULIO,9,UB NUEVA ESPERANZA,,VILLA MARIA DEL TRIUNFO,LIMA,LIMA,PERU,-76.932582,-12.17323,"-76.9326, -12.1732",2888
CE Dante Alighieri,0x2c05,colegio,471-2990 / 471-2991,AV AREQUIPA,10,UB SANTA BEATRIZ,AV. AREQUIPA 1021,LIMA,LIMA,LIMA,PERU,-77.035686,-12.075001,"-77.0357, -12.075",2901
Clinica del Cabello y la Piel,0x3002,hospital,4104108,AV PASEO DE LA REPUBLICA,39,UB BARBONCITO,PASEO DE LA REPUBLICA 3910,MIRAFLORES (LIMA),LIMA,LIMA,PERU,-77.027801,-12.105651,"-77.0278, -12.1057",2917
Omnia Medica,0x3002,hospital,,AV INTIHUATANA,5,UB TAMBO DE MONTERRICO,,SURCO,LIMA,LIMA,PERU,-76.995237,-12.115271,"-76.9952, -12.1153",2923
Centro de Salud,0x3002,hospital,,JR AYACUCHO,4,UB OYAGUE,,MAGDALENA DEL MAR,LIMA,LIMA,PERU,-77.068557,-12.087511,"-77.0686, -12.0875",2980
Posta Medica,0x3002,hospital,,JR PEDREGAL,3,UB ZARUMILLA,,SAN MARTIN DE PORRES,LIMA,LIMA,PERU,-77.054808,-12.034794,"-77.0548, -12.0348",2983
Centro de Salud,0x3002,hospital,,,,AH SARITA COLONIA,,CALLAO,CALLAO,CALLAO,PERU,-77.13543,-12.02209,"-77.1354, -12.0221",2988
Posta Medica,0x3002,hospital,,AV MANUEL SEOANE,,AH SARITA COLONIA,,CALLAO,CALLAO,CALLAO,PERU,-77.13661,-12.02356,"-77.1366, -12.0236",2989
San Lucas,0x3002,hospital,,AV ANGAMOS ESTE,24,UB AURORA ESTE 1 ETAPA,,SURQUILLO (LIMA),LIMA,LIMA,PERU,-77.002835,-12.112153,"-77.0028, -12.1122",3013
Nido Tejitas,0x2c05,colegio,,CA TINTORETTO,1,,,SAN BORJA,LIMA,LIMA,PERU,-77.00249,-12.09027,"-77.0025, -12.0903",3019
CEI Bee Bee,0x2c05,colegio,,CA BOCCIONI,4,,,SAN BORJA,LIMA,LIMA,PERU,-76.99644,-12.09223,"-76.9964, -12.0922",3022
Colegio Libertador San Martin,0x2c05,colegio,,AV AVIACION,30,UB SAN BORJA SUR,,SAN BORJA,LIMA,LIMA,PERU,-77.001572,-12.10037,"-77.0016, -12.1004",3030
Colegio Isabel la Catolica,0x2c05,colegio,,AV ISABEL LA CATOLICA,8,UV UNIDAD VECINAL MATUTE,,LA VICTORIA (LIMA),LIMA,LIMA,PERU,-77.023748,-12.069758,"-77.0237, -12.0698",3052
Ugel #3,0x2c05,colegio,,JR ABTAO,11,,,LA VICTORIA (LIMA),LIMA,LIMA,PERU,-77.021661,-12.070372,"-77.0217, -12.0704",3053
Colegio Tupac Amaru,0x2c05,colegio,,AV DEL AIRE,6,,,LA VICTORIA (LIMA),LIMA,LIMA,PERU,-77.008043,-12.082556,"-77.008, -12.0826",3070
CE Don Bosco,0x2c05,colegio,,AV DEL AIRE,8,UB TUPAC AMARU,,SAN LUIS (LIMA),LIMA,LIMA,PERU,-77.003819,-12.080646,"-77.0038, -12.0806",3072
Hospital Policial San Ramon,0x3002,hospital,,AV DEL AIRE,10,UB TUPAC AMARU,,SAN LUIS (LIMA),LIMA,LIMA,PERU,-77.001779,-12.079766,"-77.0018, -12.0798",3073
Jardin Peru Lima,0x2c05,colegio,,AV DEL AIRE,14,UB VILLA JARDIN,,SAN LUIS (LIMA),LIMA,LIMA,PERU,-76.995247,-12.076389,"-76.9952, -12.0764",3076
Colegio San Andres,0x2c05,colegio,,AV PETIT THOUARS,1,UB SANTA BEATRIZ,,LIMA,LIMA,LIMA,PERU,-77.036153,-12.064723,"-77.0362, -12.0647",3128
CE 0904,0x2c05,colegio,,,,UB POP CIUDAD DE DIOS ZONA A,,SAN JUAN DE MIRAFLORES,LIMA,LIMA,PERU,-76.97387,-12.150872,"-76.9739, -12.1509",3148
CE 7067,0x2c05,colegio,,CA MARIANO CAMPOS,1,UB PAMPLONA BAJA,,SAN JUAN DE MIRAFLORES,LIMA,LIMA,PERU,-76.977783,-12.150127,"-76.9778, -12.1501",3149
CE 6031,0x2c05,colegio,,AV LOS HEROES,9,AH EL ARENAL,,SAN JUAN DE MIRAFLORES,LIMA,LIMA,PERU,-76.963851,-12.156934,"-76.9639, -12.1569",3150
Nuestra Se�ora de Guadalupe,0x2c05,colegio,,,,UB SAN JUAN ZONA B,,SAN JUAN DE MIRAFLORES,LIMA,LIMA,PERU,-76.973951,-12.166435,"-76.974, -12.1664",3152
Posta Medica,0x3002,hospital,,JR BEGONIAS,1,UB VILLA JARDIN ZONA 1,,VILLA MARIA DEL TRIUNFO,LIMA,LIMA,PERU,-76.953226,-12.165497,"-76.9532, -12.1655",3155
Colegio Santa Maria Eufrasia,0x2c05,colegio,,AV LAS PALMERAS,5,UB MATAZANGO,,LA MOLINA,LIMA,LIMA,PERU,-76.97283,-12.074387,"-76.9728, -12.0744",3156
Colegio Cristo Rey,0x2c05,colegio,,AV ABRAHAM LINCOLN,2,,,PUEBLO LIBRE (LIMA),LIMA,LIMA,PERU,-77.075689,-12.072172,"-77.0757, -12.0722",3159
Colegio Japones La Union,0x2c05,colegio,,AV LA MAR,20,,,PUEBLO LIBRE (LIMA),LIMA,LIMA,PERU,-77.078367,-12.074992,"-77.0784, -12.075",3160
CE 1092,0x2c05,colegio,,JR AMAZONAS,8,UB VALLES ROSADOS,,PUEBLO LIBRE (LIMA),LIMA,LIMA,PERU,-77.07108,-12.08387,"-77.0711, -12.0839",3166
Centro de Salud Buenos Aires de Villa,0x3002,hospital,,CA RINCONADA DE VILLA,,AH NAVIDAD DE VILLA,,CHORRILLOS,LIMA,LIMA,PERU,-77.00584,-12.18887,"-77.0058, -12.1889",3173
Centro de Salud,0x3002,hospital,,,,UB CONDEVILLA SE�OR 2 ETAPA 2 SECTOR,,SAN MARTIN DE PORRES,LIMA,LIMA,PERU,-77.081158,-12.022506,"-77.0812, -12.0225",3177
Colegio Pestalozzi,0x2c05,colegio,6178600 /  Fax: 6178601,AV RICARDO PALMA,14,UB AURORA,RICARDO PALMA 1450,MIRAFLORES (LIMA),LIMA,LIMA,PERU,-77.014875,-12.12352,"-77.0149, -12.1235",3189
Colegio Inmaculado Corazon,0x2c05,colegio,4458183 / 4411621,AV ANGAMOS OESTE,9,,PRIMARIA: AV. ANGAMOS OESTE 950 / KINDER: AV. SANTA CRUZ 1039,MIRAFLORES (LIMA),LIMA,LIMA,PERU,-77.038818,-12.113945,"-77.0388, -12.1139",3190
Hospital Uldarico Rocca Fernandez ESSALUD,0x3002,hospital,287-5266,AV CESAR VALLEJO,,,SEPARADOR INDUSTRIAL Y CESAR VALLEJO,VILLA EL SALVADOR,LIMA,LIMA,PERU,-76.931852,-12.211079,"-76.9319, -12.2111",3279
Clinica de la Seguridad,0x3002,hospital,,AV AREQUIPA,24,,AV. AREQUIPA 2491. LOCAL DE LA CLINICA SANTA MONICA,LINCE,LIMA,LIMA,PERU,-77.033371,-12.08889,"-77.0334, -12.0889",3297
Hospital de la Solidaridad,0x3002,hospital,243-1120,AV ANGAMOS ESTE,7,,AV. ANGAMOS ESTE 714,SURQUILLO (LIMA),LIMA,LIMA,PERU,-77.024045,-12.1135,"-77.024, -12.1135",3298
CEP Nuestra Se�ora de la Luz,0x2c05,colegio,,PLAZA 27 DE NOVIEMBRE,1,UB CHACARILLA DE SANTA CRUZ,,SAN ISIDRO (LIMA),LIMA,LIMA,PERU,-77.029787,-12.098348,"-77.0298, -12.0983",3309
Clinica de la Solidaridad,0x3002,hospital,426-4619,JR CAMANA,7,,JR. CAMANA 700,LIMA,LIMA,LIMA,PERU,-77.035249,-12.049358,"-77.0352, -12.0494",3319
Centro de Prevencion ESSALUD,0x3002,hospital,2413142,AV LARCO,6,UB MIRAFLORES,AV. LARCO 670,MIRAFLORES (LIMA),LIMA,LIMA,PERU,-77.029409,-12.12421,"-77.0294, -12.1242",3375
Colegio San Silvestre,0x2c05,colegio,2413334,CA RETORNO,,,AV. SANTA CRUZ 1251,MIRAFLORES (LIMA),LIMA,LIMA,PERU,-77.040569,-12.115244,"-77.0406, -12.1152",3419
CE Avelino Aramburu,0x2c05,colegio,,AV JOSE GALVEZ,8,,,LA VICTORIA (LIMA),LIMA,LIMA,PERU,-77.031403,-12.069261,"-77.0314, -12.0693",3421
Colegio Santa Ursula,0x2c05,colegio,,AV SANTO TORIBIO,1,UB EL ROSARIO,,SAN ISIDRO (LIMA),LIMA,LIMA,PERU,-77.038584,-12.096866,"-77.0386, -12.0969",3461
IE Mercedes Cabello de Carbonera,0x2c05,colegio,,JR ANDAHUAYLAS,5,,,LIMA,LIMA,LIMA,PERU,-77.024855,-12.049355,"-77.0249, -12.0494",3462
Colegio Markham,0x2c05,colegio,2417677,AV REPUBLICA DE PANAMA,61,UB AURORA,AUGUSTO ANGULO 291,MIRAFLORES (LIMA),LIMA,LIMA,PERU,-77.018023,-12.12481,"-77.018, -12.1248",3465
Colegio Alberto Benjamin Simpson,0x2c05,colegio,,AV AREQUIPA,23,,,LINCE,LIMA,LIMA,PERU,-77.033867,-12.087413,"-77.0339, -12.0874",3466
CE Mater Purisima,0x2c05,colegio,4456828  / 4459183 / 4478302,AV RENAN ELIAS OLIVERA,4,UB SANTA CRUZ,AV. DE LA AVIACI�N 374,MIRAFLORES (LIMA),LIMA,LIMA,PERU,-77.039939,-12.121873,"-77.0399, -12.1219",3484
San Juan Masias,0x2c05,colegio,,AV CANADA,,UB SAN JUAN MASIAS,,CALLAO,CALLAO,CALLAO,PERU,-77.117426,-11.997498,"-77.1174, -11.9975",3490
Clinica Senor de los Milagros,0x3002,hospital,,AV ALFONSO UGARTE,11,,,LIMA,LIMA,LIMA,PERU,-77.041963,-12.052711,"-77.042, -12.0527",3493
CE 8171 San Francisco,0x2c05,colegio,,,,ASOC LOS CEDROS,,CARABAYLLO,LIMA,LIMA,PERU,-77.024809,-11.882719,"-77.0248, -11.8827",3494
CE 2880 Andres Bello,0x2c05,colegio,,,,,,CARABAYLLO,LIMA,LIMA,PERU,-77.022763,-11.886919,"-77.0228, -11.8869",3495
Colegio Antonia Moreno de Caceres,0x2c05,colegio,,JR LEGUIA,4,UB MARISCAL CACERES SECTOR 2 BARRIO 2 GRUPO RESIDENCIAL N,,SAN JUAN DE LURIGANCHO,LIMA,LIMA,PERU,-76.980666,-11.949037,"-76.9807, -11.949",3499
Cruz de Motupe,0x2c05,colegio,,CA CALLE 61,,PJ CRUZ DE MOTUPE ETAPA 1 GRUPO 1,,SAN JUAN DE LURIGANCHO,LIMA,LIMA,PERU,-76.97763,-11.940297,"-76.9776, -11.9403",3501
Colegio Fe y Alegria N 37 Montenegro,0x2c05,colegio,,CA MAR MEDITERRANEO,,AH ENRIQUE MONTENEGRO SECTOR 5,,SAN JUAN DE LURIGANCHO,LIMA,LIMA,PERU,-76.972724,-11.937277,"-76.9727, -11.9373",3504
Centro de Salud Enrique Montenegro,0x3002,hospital,,AV PROCERES DE LA INDEPENDENCIA,65,AH ENRIQUE MONTENEGRO SECTOR 1,,SAN JUAN DE LURIGANCHO,LIMA,LIMA,PERU,-76.971408,-11.937439,"-76.9714, -11.9374",3506
CE San Antonio Marianistas,0x2c05,colegio,4651790,AV GUARDIA CHALACA,18,UB SAN ANTONIO,GUARDIA CHALACA 1821,BELLAVISTA (CALLAO),CALLAO,CALLAO,PERU,-77.1246,-12.0608,"-77.1246, -12.0608",3508
Colegio General Prado,0x2c05,colegio,,AV JUAN PABLO II,4,UB SAN ANTONIO,,BELLAVISTA (CALLAO),CALLAO,CALLAO,PERU,-77.119112,-12.064547,"-77.1191, -12.0645",3509
CE 112 Heroes de la Brena,0x2c05,colegio,,CA CARACOL,,COOP HUANCAYO,,EL AGUSTINO,LIMA,LIMA,PERU,-76.997235,-12.030712,"-76.9972, -12.0307",3512
Ciro Alegria (CEN),0x2c05,colegio,,,,UB ZARATE,,SAN JUAN DE LURIGANCHO,LIMA,LIMA,PERU,-76.999449,-12.023873,"-76.9994, -12.0239",3516
CE Amistad Peru Japon,0x2c05,colegio,,JR LAS GRAVAS,,UB LAS FLORES,,SAN JUAN DE LURIGANCHO,LIMA,LIMA,PERU,-77.005361,-12.003299,"-77.0054, -12.0033",3518
CEN 161 Moises Trinidad,0x2c05,colegio,,,,ASOC AYACUCHO,,SAN JUAN DE LURIGANCHO,LIMA,LIMA,PERU,-77.017039,-11.988505,"-77.017, -11.9885",3520
CEN Toribio de Luzuriaga,0x2c05,colegio,,,,,,SAN JUAN DE LURIGANCHO,LIMA,LIMA,PERU,-77.018569,-11.981746,"-77.0186, -11.9817",3522
CEN 119 Canto Bello,0x2c05,colegio,,,,,,SAN JUAN DE LURIGANCHO,LIMA,LIMA,PERU,-77.01823,-11.978014,"-77.0182, -11.978",3523
CEN Las Terrazas,0x2c05,colegio,,,,UB LAS TERRAZAS DE CANTO GRANDE,,SAN JUAN DE LURIGANCHO,LIMA,LIMA,PERU,-77.013507,-11.973393,"-77.0135, -11.9734",3525
CEN Machu Pichu,0x2c05,colegio,,,,AH MACHU PICCHU,,SAN JUAN DE LURIGANCHO,LIMA,LIMA,PERU,-77.009161,-11.971804,"-77.0092, -11.9718",3526
CEN 5086 Santa Rosa Milagrosa,0x2c05,colegio,,,,UB LOS JAZMINES,,SAN JUAN DE LURIGANCHO,LIMA,LIMA,PERU,-77.001882,-11.971523,"-77.0019, -11.9715",3529
Canto Grande Santa Rosa I (CEN),0x2c05,colegio,,,,AH HUASCAR SECTOR B GRUPO 17,,SAN JUAN DE LURIGANCHO,LIMA,LIMA,PERU,-77.005485,-11.953274,"-77.0055, -11.9533",3531
CEN 116 Karol Wojtila,0x2c05,colegio,,JR SIMON RODRIGUEZ,,UB MARISCAL CACERES SECTOR 2 BARRIO 1 GRUPO RESIDENCIAL H,,SAN JUAN DE LURIGANCHO,LIMA,LIMA,PERU,-76.980744,-11.955545,"-76.9807, -11.9555",3535
CEN 1714,0x2c05,colegio,,,,AH CESAR VALLEJO,,SAN JUAN DE LURIGANCHO,LIMA,LIMA,PERU,-76.965783,-11.940469,"-76.9658, -11.9405",3539
Alberto Fujimori Fujimori (CEN),0x2c05,colegio,,,,UB MARISCAL CACERES SECTOR 2 BARRIO 3 GRUPO RESIDENCIAL V,,SAN JUAN DE LURIGANCHO,LIMA,LIMA,PERU,-76.975544,-11.948389,"-76.9755, -11.9484",3540
CE Parroquial,0x2c05,colegio,,,,AH SANTA MARIA,,SAN JUAN DE LURIGANCHO,LIMA,LIMA,PERU,-76.97662,-11.965173,"-76.9766, -11.9652",3542
CE San Carlos UGEL 05,0x2c05,colegio,,,,UB SAN CARLOS,,SAN JUAN DE LURIGANCHO,LIMA,LIMA,PERU,-77.006124,-11.989312,"-77.0061, -11.9893",3544
Colegio Divino Sembrador,0x2c05,colegio,,,,UB SAN CARLOS,,SAN JUAN DE LURIGANCHO,LIMA,LIMA,PERU,-77.003247,-11.988204,"-77.0032, -11.9882",3545
